Date and Time,Wheelchair Base Response
06/08/2019 09:59:49,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:50,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:50,STATUS: MOVEMENT,,
06/08/2019 09:59:50,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:51,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:51,STATUS: MOVEMENT,,
06/08/2019 09:59:51,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:52,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:52,STATUS: MOVEMENT,,
06/08/2019 09:59:52,STATUS: TELEMETRY,20.315V,0.000A,0.000A
